age,marital,education,balance,housing,loan,duration,y
41,single,secondary,595,yes,no,22,no
26,single,tertiary,1646,no,no,890,yes
25,single,tertiary,808,no,no,267,yes
28,single,secondary,762,no,no,115,yes
70,married,tertiary,44,no,no,1104,yes
59,married,tertiary,883,no,no,1551,no
83,married,primary,425,no,no,773,yes
43,divorced,tertiary,2367,no,no,83,yes
46,single,secondary,5993,no,no,159,no
45,married,secondary,10252,no,no,173,yes
37,single,tertiary,1000,yes,no,239,yes
71,divorced,secondary,4380,no,no,369,yes
65,divorced,tertiary,2756,no,no,1353,no
27,single,tertiary,20585,no,no,299,yes
44,married,secondary,5102,no,no,205,no
19,single,unknown,179,no,no,62,no
32,divorced,tertiary,530,yes,no,91,no
47,married,secondary,2601,no,no,261,yes
37,married,tertiary,539,no,no,168,no
39,married,secondary,150,no,no,55,no
44,married,tertiary,1036,no,no,491,no
80,married,primary,2954,no,no,144,no
52,married,secondary,118,no,no,105,no
42,divorced,tertiary,238,no,no,692,yes
43,married,secondary,0,no,no,399,no
49,married,tertiary,1791,no,no,139,no
79,married,secondary,909,no,no,114,no
65,married,secondary,1176,no,no,64,no
61,married,primary,1,no,no,85,no
34,married,tertiary,2552,yes,yes,74,no
36,married,tertiary,1179,yes,no,79,no
77,divorced,secondary,0,no,no,210,yes
23,single,secondary,4545,no,no,242,no
20,single,secondary,1191,no,no,500,no
61,married,tertiary,3371,no,no,299,yes
28,single,tertiary,0,no,no,294,yes
55,divorced,secondary,929,no,yes,80,no
57,married,tertiary,10583,no,no,341,yes
29,single,tertiary,14,no,no,87,no
34,married,tertiary,16,yes,no,316,yes
50,divorced,secondary,0,no,no,159,yes
36,married,tertiary,1145,yes,no,75,no
25,single,tertiary,5,no,no,138,no
41,married,secondary,2152,no,no,134,no
40,married,secondary,1451,no,no,117,yes
74,married,primary,4286,no,no,195,no
57,married,unknown,0,no,no,585,no
38,single,secondary,1711,no,no,234,yes
45,married,secondary,4068,no,no,314,no
53,married,secondary,109,no,no,431,no
84,married,secondary,0,no,no,992,yes
35,married,tertiary,611,no,no,305,yes
35,married,tertiary,2088,yes,no,86,no
56,divorced,secondary,1866,no,yes,760,no
26,single,secondary,132,no,no,194,yes
41,divorced,tertiary,3426,no,no,302,no
35,divorced,secondary,2047,yes,no,66,no
39,married,tertiary,24,no,no,199,no
36,married,tertiary,39385,no,no,120,no
95,married,secondary,0,no,no,215,no
36,married,tertiary,202,no,no,237,no
48,married,tertiary,3842,no,no,168,no
63,married,primary,333,no,no,321,no
54,single,tertiary,2081,no,no,395,no
34,single,secondary,1363,no,no,258,no
41,married,secondary,158,yes,no,250,no
61,married,tertiary,1224,no,no,99,no
31,single,secondary,2460,no,no,477,no
59,married,tertiary,4152,yes,no,67,no
25,single,tertiary,2140,no,no,81,no
37,married,unknown,189,no,no,238,yes
47,married,tertiary,288,no,no,101,yes
70,married,tertiary,15834,no,no,90,no
44,married,secondary,1495,yes,no,82,no
37,single,tertiary,1027,yes,no,137,yes
26,single,secondary,6036,no,no,152,no
30,single,tertiary,613,no,no,214,no
28,single,tertiary,6784,no,no,502,yes
54,married,tertiary,1464,no,no,194,yes
54,married,tertiary,8295,no,no,849,yes
50,married,primary,383,no,no,382,no
39,married,secondary,26233,no,no,462,no
36,married,tertiary,22,no,no,91,no
26,single,tertiary,170,no,no,160,no
24,single,secondary,4126,no,no,83,no
36,married,secondary,11,yes,no,121,no
61,married,secondary,2917,no,no,215,yes
34,single,secondary,318,yes,no,88,no
34,married,tertiary,0,no,no,89,no
60,married,primary,71188,no,no,205,no
57,married,secondary,415,no,no,408,no
30,single,secondary,158,no,no,144,yes
60,married,primary,1588,no,no,728,yes
26,single,secondary,125,no,no,63,no
24,single,tertiary,0,no,no,526,no
39,married,secondary,168,no,no,96,no
30,single,tertiary,655,no,no,384,yes
61,married,tertiary,2931,no,no,125,no
45,single,secondary,3727,no,no,572,no
57,divorced,unknown,854,no,no,480,yes
44,married,unknown,282,no,no,296,yes
70,married,primary,8897,no,no,692,no
19,single,secondary,55,no,no,89,no
63,married,secondary,415,yes,no,323,no
77,married,primary,121,no,no,191,no
37,married,secondary,604,yes,no,371,yes
37,single,secondary,793,no,no,130,no
33,single,tertiary,5437,no,no,201,yes
37,married,secondary,2061,yes,yes,867,no
29,single,secondary,417,no,no,90,no
25,single,tertiary,1185,no,no,290,yes
30,single,secondary,873,no,no,301,no
63,married,secondary,0,no,no,73,no
31,single,tertiary,9629,no,no,180,no
29,single,tertiary,172,yes,yes,271,no
70,divorced,secondary,3104,no,no,88,no
32,single,tertiary,272,yes,no,73,no
61,married,secondary,286,no,no,525,no
56,married,secondary,16873,no,no,223,no
54,married,unknown,895,no,no,335,yes
60,married,secondary,197,no,no,1386,no
34,single,unknown,484,no,no,90,no
68,married,primary,2398,no,no,352,no
42,married,tertiary,0,no,no,113,no
24,single,secondary,1857,yes,no,147,yes
55,married,secondary,377,no,no,403,no
66,married,secondary,0,no,no,189,no
26,single,tertiary,993,no,no,152,no
53,married,primary,0,no,no,148,no
78,divorced,unknown,0,no,no,259,no
38,divorced,secondary,53,no,no,78,no
61,married,tertiary,1389,no,no,92,no
34,single,tertiary,1730,yes,no,97,no
36,married,tertiary,4596,yes,no,234,yes
42,married,unknown,849,yes,no,667,yes
29,single,secondary,3528,no,no,137,yes
58,married,primary,565,no,no,153,yes
57,single,secondary,254,no,no,676,no
33,single,tertiary,1781,no,no,611,yes
27,married,secondary,3415,no,no,266,yes
79,divorced,primary,79,no,no,1106,yes
64,married,primary,2140,no,no,181,no
66,single,tertiary,0,no,no,79,no
60,divorced,secondary,12039,no,no,261,yes
32,single,tertiary,2983,yes,no,268,no
47,married,secondary,2524,no,no,105,yes
56,married,secondary,12,no,no,511,yes
25,single,secondary,139,no,yes,138,yes
21,single,secondary,2488,no,no,180,yes
83,married,unknown,4216,no,no,92,no
83,married,tertiary,6236,no,no,766,no
73,divorced,secondary,7111,yes,no,146,yes
56,married,primary,1137,no,no,99,no
45,married,secondary,6879,no,no,99,no
77,married,primary,989,no,no,95,no
67,married,primary,1430,no,no,88,no
30,single,tertiary,1646,no,no,251,no
55,married,secondary,9329,no,no,135,no
31,married,tertiary,80,yes,yes,63,no
55,divorced,secondary,538,yes,no,306,no
57,married,secondary,3927,no,no,61,no
59,married,secondary,0,no,no,78,no
34,married,secondary,19,yes,yes,98,no
54,married,tertiary,2216,yes,no,167,no
72,married,primary,4415,no,no,120,no
46,divorced,secondary,1187,no,yes,92,no
67,divorced,tertiary,361,no,no,411,yes
51,divorced,tertiary,2109,no,no,79,yes
48,married,tertiary,1093,yes,yes,1226,yes
39,divorced,secondary,385,no,no,242,yes
31,married,secondary,581,yes,no,845,no
52,married,primary,3343,no,no,227,no
46,married,tertiary,8,no,no,182,no
41,single,primary,2579,no,no,213,no
28,single,secondary,2806,no,no,285,no
74,married,tertiary,1124,no,no,200,no
48,single,secondary,1245,no,no,169,no
35,single,tertiary,2646,no,no,221,yes
61,divorced,tertiary,6,yes,no,210,yes
45,married,unknown,886,yes,no,75,no
49,married,secondary,197,yes,no,404,no
43,married,tertiary,1188,no,no,1573,no
62,married,secondary,1495,no,no,896,yes
35,single,tertiary,670,no,no,301,yes
36,divorced,secondary,592,no,no,204,yes
83,single,primary,1965,no,no,1003,yes
27,married,secondary,132,no,no,123,no
62,married,tertiary,0,no,no,78,no
76,married,primary,163,no,no,120,no
32,married,tertiary,2688,no,no,216,yes
63,married,primary,1084,no,no,201,no
23,single,secondary,107,no,no,84,yes
50,married,primary,313,no,no,958,yes
46,married,tertiary,37378,yes,no,146,no
33,married,tertiary,1297,yes,no,117,no
38,married,tertiary,127,yes,no,113,no
34,single,tertiary,144,yes,yes,104,no
35,married,tertiary,1178,yes,yes,727,no
30,single,secondary,5223,no,no,404,no
60,married,primary,1167,no,no,79,no
45,married,primary,8692,yes,no,108,no
31,single,tertiary,52,yes,no,71,no
28,single,tertiary,1579,no,no,122,no
62,married,primary,276,no,no,80,no
39,married,tertiary,93,no,no,595,no
66,married,primary,40,no,no,290,yes
35,single,tertiary,1830,no,no,166,no
64,married,tertiary,2139,no,no,632,no
58,married,primary,4198,no,no,441,yes
30,married,secondary,0,no,no,86,no
62,married,tertiary,4692,yes,no,73,no
48,single,primary,1630,no,no,125,no
62,married,primary,0,no,no,280,no
73,married,primary,154,no,no,103,no
40,married,tertiary,13669,no,no,138,no
81,divorced,primary,0,no,no,172,no
70,married,secondary,1310,no,no,634,no
39,married,tertiary,184,no,no,206,no
80,married,secondary,2,no,no,442,no
75,married,tertiary,643,no,no,522,no
34,married,tertiary,35,yes,no,76,no
47,married,secondary,2149,yes,no,241,no
31,married,tertiary,442,no,no,244,no
59,divorced,secondary,7469,no,no,68,no
30,single,tertiary,536,no,no,244,yes
41,married,tertiary,3872,no,no,231,no
19,single,primary,103,no,no,96,no
54,married,primary,1311,no,no,485,yes
48,divorced,tertiary,0,no,no,126,no
26,single,secondary,766,no,no,457,yes
62,married,tertiary,1528,no,no,134,yes
37,married,secondary,1960,yes,yes,246,no
43,married,primary,2557,yes,no,166,yes
74,married,primary,279,no,no,227,no
40,single,tertiary,79,no,no,570,yes
37,married,tertiary,413,no,no,138,no
57,married,tertiary,1318,no,no,115,yes
75,married,secondary,3771,no,no,186,yes
77,married,tertiary,0,no,no,847,yes
83,divorced,primary,2619,no,no,181,no
31,married,tertiary,6138,no,no,154,yes
61,married,primary,6384,no,no,55,no
69,married,secondary,0,no,no,1580,no
22,single,secondary,129,no,no,258,yes
50,married,tertiary,469,no,no,170,yes
27,married,tertiary,893,no,no,154,yes
50,single,secondary,3702,no,no,109,no
72,married,secondary,2850,no,no,131,no
31,single,secondary,523,no,yes,141,no
51,married,secondary,423,yes,yes,95,no
65,married,primary,493,no,no,622,no
81,divorced,unknown,0,no,no,128,no
34,single,tertiary,3119,no,no,306,yes
33,single,tertiary,8514,no,no,165,no
73,married,unknown,519,no,no,434,yes
35,married,tertiary,690,no,no,108,no
40,married,secondary,2266,no,no,447,yes
37,married,secondary,4017,no,no,156,yes
44,single,tertiary,643,no,no,324,yes
40,married,secondary,2338,no,no,717,yes
45,single,secondary,0,yes,no,283,no
61,married,tertiary,0,no,no,136,yes
74,divorced,secondary,4079,no,no,343,yes
70,married,secondary,3175,no,no,115,no
63,married,secondary,588,no,no,143,no
61,divorced,secondary,6481,no,no,131,yes
62,married,primary,1515,yes,no,131,no
33,single,secondary,9,no,no,238,no
47,married,secondary,820,no,no,98,yes
62,married,primary,1381,no,no,1020,no
39,single,tertiary,1648,no,no,123,no
62,divorced,tertiary,1619,no,no,534,no
46,married,tertiary,3745,no,no,82,no
26,single,tertiary,1177,no,no,116,no
37,single,tertiary,254,no,no,120,no
26,single,secondary,334,no,no,217,no
80,married,primary,6483,no,no,123,no
30,single,secondary,648,no,no,54,no
72,married,primary,806,no,no,169,no
46,single,primary,10889,no,no,167,no
47,single,unknown,1784,no,no,385,yes
76,divorced,primary,1411,no,no,233,yes
59,married,secondary,561,no,no,323,no
30,married,primary,1787,no,no,79,no
56,single,unknown,111,no,no,79,no
30,single,tertiary,261,no,no,233,no
54,married,unknown,831,yes,yes,208,no
57,married,primary,8,no,no,270,no
28,married,secondary,172,yes,no,123,no
60,married,secondary,0,no,no,1745,no
30,single,tertiary,7529,no,no,328,yes
63,married,primary,12067,no,no,2187,no
61,married,secondary,1541,no,no,59,no
31,single,secondary,8304,no,no,164,no
39,married,tertiary,1802,no,no,92,no
22,single,primary,3472,no,no,332,yes
39,married,tertiary,206,no,no,148,yes
37,single,tertiary,0,no,no,107,no
72,married,primary,1388,no,no,513,yes
77,married,unknown,1807,no,no,373,yes
36,married,secondary,480,no,no,213,yes
43,married,secondary,69,yes,yes,304,no
65,married,secondary,571,yes,no,349,yes
54,married,secondary,3994,no,yes,595,yes
32,married,primary,400,no,no,76,no
25,single,secondary,3165,no,no,251,no
46,single,secondary,1693,yes,no,427,yes
28,single,tertiary,80,no,no,676,yes
61,married,tertiary,267,no,no,192,yes
53,married,primary,2581,no,no,828,yes
38,divorced,secondary,0,yes,no,576,yes
69,married,tertiary,473,no,no,110,no
53,divorced,tertiary,3370,no,no,180,no
27,single,tertiary,1134,no,no,825,yes
74,married,tertiary,4912,no,no,129,no
67,married,tertiary,3810,no,no,1206,no
55,divorced,secondary,309,no,no,467,yes
33,single,tertiary,6807,no,no,512,yes
27,single,tertiary,24025,no,no,99,no
87,divorced,primary,6746,no,no,749,yes
57,married,tertiary,375,no,no,135,yes
33,single,tertiary,658,yes,no,307,yes
51,married,secondary,371,yes,yes,287,yes
76,divorced,primary,2693,no,no,107,yes
64,married,tertiary,4688,no,no,200,yes
35,single,secondary,70,yes,no,197,no
19,single,secondary,329,no,no,252,yes
33,married,tertiary,79,yes,no,249,yes
55,divorced,tertiary,0,no,no,360,yes
31,single,unknown,6281,no,no,257,yes
92,married,unknown,775,no,no,313,yes
35,married,secondary,2779,no,no,118,yes
30,single,tertiary,411,no,no,127,yes
68,single,tertiary,2144,no,no,277,yes
42,divorced,secondary,527,no,yes,181,yes
41,single,tertiary,431,no,no,133,yes
35,single,tertiary,1750,yes,no,422,no
32,single,tertiary,643,no,no,287,no
29,married,secondary,123,no,yes,247,yes
70,married,secondary,2064,no,no,334,no
54,married,secondary,0,no,no,391,no
27,single,secondary,3792,no,no,504,yes
78,married,unknown,4807,no,no,1002,yes
82,married,primary,8603,no,no,306,yes
29,single,tertiary,2178,no,no,260,yes
78,divorced,primary,229,no,no,97,yes
55,married,secondary,0,no,no,102,no
76,married,tertiary,2991,no,no,344,yes
69,married,secondary,4,no,no,114,no
38,married,tertiary,4174,no,no,336,yes
60,married,secondary,10925,no,no,270,yes
33,divorced,secondary,2411,yes,no,130,yes
43,married,secondary,14646,no,no,210,yes
61,married,secondary,86,no,no,149,yes
43,single,unknown,11115,no,no,476,yes
73,married,primary,796,no,no,427,yes
39,married,secondary,0,yes,no,622,no
57,married,primary,6900,no,no,255,yes
33,married,tertiary,5878,no,no,438,yes
77,married,unknown,1780,yes,no,221,yes
45,married,secondary,1673,no,no,76,no
35,single,secondary,183,no,no,281,yes
37,single,secondary,0,no,no,93,no
59,married,primary,3648,no,no,257,yes
39,single,tertiary,416,no,no,56,no
76,married,secondary,4112,no,no,282,yes
40,married,tertiary,1108,no,no,61,no
42,married,tertiary,2463,no,no,183,no
40,married,secondary,0,no,no,87,no
44,divorced,tertiary,36,no,no,127,no
70,married,tertiary,353,no,no,110,no
59,married,tertiary,1425,no,no,151,no
52,married,secondary,722,no,no,99,no
46,married,secondary,0,yes,no,87,no
70,married,secondary,2815,no,no,67,no
73,married,primary,542,no,no,355,yes
50,single,secondary,3897,no,no,298,no
82,divorced,primary,1381,no,no,156,no
81,married,primary,243,no,no,131,yes
55,married,secondary,865,yes,no,96,no
52,married,secondary,1373,no,no,157,no
41,single,unknown,942,no,no,143,yes
58,married,secondary,3027,yes,no,120,no
57,married,secondary,254,no,no,207,yes
46,single,tertiary,311,yes,yes,96,no
28,single,unknown,0,yes,no,96,yes
38,single,secondary,0,no,no,297,yes
30,single,tertiary,398,no,no,102,yes
52,married,secondary,992,yes,no,424,yes
22,single,secondary,23,no,no,137,yes
53,married,primary,732,no,no,759,yes
60,married,unknown,4629,yes,no,624,yes
66,married,primary,747,no,no,515,no
70,married,secondary,616,no,no,89,no
55,married,secondary,0,yes,yes,88,no
54,married,unknown,140,no,no,521,no
59,married,secondary,0,no,no,376,no
80,married,secondary,87,no,no,219,no
56,married,secondary,0,no,no,298,yes
33,single,tertiary,373,no,yes,259,no
71,married,tertiary,383,no,no,327,no
76,married,unknown,992,no,no,139,no
38,divorced,secondary,70,no,no,255,yes
44,single,tertiary,5063,no,no,418,yes
69,divorced,secondary,4572,no,no,146,yes
65,married,secondary,1624,no,no,189,no
34,single,tertiary,18,yes,yes,114,no
60,married,primary,182,no,no,83,no
29,single,tertiary,1788,no,no,353,yes
52,married,secondary,659,no,no,113,yes
36,single,tertiary,129,no,no,149,yes
33,single,tertiary,3170,no,no,246,no
63,married,tertiary,937,no,no,219,no
30,single,tertiary,16935,no,no,108,no
29,married,secondary,1599,yes,no,95,no
61,married,secondary,89,no,no,154,no
50,married,tertiary,3463,no,yes,96,yes
65,married,secondary,11240,yes,no,149,no
54,divorced,secondary,735,no,no,300,no
26,single,unknown,603,no,no,73,no
67,married,primary,2,no,no,1118,no
68,married,primary,7945,no,no,210,no
74,married,tertiary,1742,no,no,1092,no
75,married,unknown,4984,no,no,509,yes
27,single,tertiary,390,no,no,190,no
65,married,primary,1004,no,no,371,yes
64,married,secondary,4787,no,no,501,yes
38,single,tertiary,1727,no,no,182,no
42,married,secondary,3213,no,no,172,no
30,single,secondary,914,yes,no,524,yes
57,married,tertiary,2326,no,no,207,yes
31,married,tertiary,81,yes,no,164,yes
52,married,secondary,2230,no,no,423,yes
25,single,tertiary,667,no,no,408,no
36,married,tertiary,203,no,no,139,yes
55,married,tertiary,13578,no,no,247,no
64,married,tertiary,3951,no,no,164,yes
54,married,unknown,240,yes,no,142,yes
26,single,secondary,338,no,no,209,yes
51,single,secondary,0,no,no,1707,yes
72,married,secondary,0,no,no,189,yes
30,single,tertiary,0,no,no,437,no
30,married,tertiary,944,no,no,251,yes
61,married,secondary,272,no,no,318,no
60,married,primary,5,no,no,401,yes
30,single,tertiary,697,no,no,215,yes
39,married,tertiary,53,yes,no,679,no
45,divorced,secondary,0,no,no,264,yes
32,single,tertiary,685,yes,no,262,no
66,married,tertiary,1948,no,no,106,yes
50,married,secondary,3654,no,no,215,yes
54,married,secondary,962,yes,no,288,yes
